FlexDeploy Variable Name,Attachment,Type,Encrypt,Required,Scope,Display Name,DEV value,TEST value,PROD value
FD_OIC_MAX_NZL_GLC_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_GLC_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_GLCOMP_WS.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_GLCOMP_WS.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_GLCOMP_WS.wsdl
FD_OIC_MAX_NZL_INC_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_INC_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVSTATUS_WS.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVSTATUS_WS.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVSTATUS_WS.wsdl
FD_OIC_MAX_NZL_INV_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_INV_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVOICE_WS.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVOICE_WS.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVOICE_WS.wsdl
FD_OIC_MAX_NZL_JRL_CTL_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_JRL_CTL_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_CONTROL_WS.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_CONTROL_WS.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_CONTROL_WS.wsdl
FD_OIC_MAX_NZL_JRL_LN_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_JRL_LN_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_LN_WS.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_LN_WS.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_LN_WS.wsdl
FD_OIC_MAX_NZL_JRL_QRY_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_JRL_QRY_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNLCNTRL_QRY.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNLCNTRL_QRY.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNLCNTRL_QRY.wsdl
FD_OIC_MAX_NZL_VDR_URL,,String,No,Yes,Target,FD_OIC_MAX_NZL_VDR_URL,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COMPANY_WS.wsdl,http://mxnzmotsv018.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COMPANY_WS.wsdl,http://mxnzmotsv022.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COMPANY_WS.wsdl
FD_OIC_MAX_PROD_USER,,String,No,Yes,Target,FD_OIC_MAX_PROD_USER,,,svc_integ_prd
FD_OIC_MAX_TTO_COA_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_COA_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COA_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COA_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COA_WS.wsdl
FD_OIC_MAX_TTO_FXR_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_FXR_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_EXCHANGE_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_EXCHANGE_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_EXCHANGE_WS.wsdl
FD_OIC_MAX_TTO_GLC_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_GLC_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_GLCOMP_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_GLCOMP_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_GLCOMP_WS.wsdl
FD_OIC_MAX_TTO_INC_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_INC_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVSTATUS_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVSTATUS_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVSTATUS_WS.wsdl
FD_OIC_MAX_TTO_INV_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_INV_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVOICE_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVOICE_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_INVOICE_WS.wsdl
FD_OIC_MAX_TTO_JRL_CTL_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_JRL_CTL_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_CONTROL_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_CONTROL_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_CONTROL_WS.wsdl
FD_OIC_MAX_TTO_JRL_LN_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_JRL_LN_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_LN_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_LN_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNL_LN_WS.wsdl
FD_OIC_MAX_TTO_JRL_QRY_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_JRL_QRY_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNLCNTRL_QRY.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNLCNTRL_QRY.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_JRNLCNTRL_QRY.wsdl
FD_OIC_MAX_TTO_VDR_URL,,String,No,Yes,Target,FD_OIC_MAX_TTO_VDR_URL,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COMPANY_WS.wsdl,http://mxttpossv003.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COMPANY_WS.wsdl,http://mxttpossv009.methanex.com/meaweb/wsdl/MT_ORACLE_ERP_MT_COMPANY_WS.wsdl
FD_OIC_MICROSOFT_ADP_CLIENT,,String,No,Yes,Target,FD_OIC_MICROSOFT_ADP_CLIENT,69fae072-3d8d-4b1d-a484-b658288e8f0a,f96ed233-bfaf-4172-8346-600371e9f7ab,d9b614d3-92d7-4a4b-bde7-d885deb2324d
FD_OIC_ORA_BI_URL,,String,No,Yes,Target,FD_OIC_ORA_BI_URL,https://ekaa-dev1.fa.us6.oraclecloud.com/xmlpserver/services/ExternalReportWSSService?wsdl,https://ekaa-test.fa.us6.oraclecloud.com/xmlpserver/services/ExternalReportWSSService?wsdl,https://ekaa.fa.us6.oraclecloud.com/xmlpserver/services/ExternalReportWSSService?wsdl
FD_OIC_ORA_DFF_URL,,String,No,Yes,Target,FD_OIC_ORA_DFF_URL,https://ekaa-dev1.fa.us6.oraclecloud.com/fscmService/ErpObjectDFFUpdateService?wsdl,https://ekaa-test.fa.us6.oraclecloud.com/fscmService/ErpObjectDFFUpdateService?wsdl,https://ekaa.fa.us6.oraclecloud.com/fscmService/ErpObjectDFFUpdateService?wsdl
FD_OIC_ORA_ERP_EVNTCAT_URL,,String,No,Yes,Target,FD_OIC_ORA_ERP_EVNTCAT_URL,https://ekaa-dev1.fa.us6.oraclecloud.com/soa-infra,https://ekaa-test.fa.us6.oraclecloud.com/soa-infra,https://ekaa.fa.us6.oraclecloud.com/soa-infra
FD_OIC_ORA_ERP_INTGCAT_URL,,String,No,Yes,Target,FD_OIC_ORA_ERP_INTGCAT_URL,https://ekaa-dev1.fa.us6.oraclecloud.com/helpPortalApi/otherResources/latest/interfaceCatalogs,https://ekaa-test.fa.us6.oraclecloud.com/helpPortalApi/otherResources/latest/interfaceCatalogs,https://ekaa.fa.us6.oraclecloud.com/helpPortalApi/otherResources/latest/interfaceCatalogs
FD_OIC_ORA_ERP_SRVCAT_URL,,String,No,Yes,Target,FD_OIC_ORA_ERP_SRVCAT_URL,https://ekaa-dev1.fa.us6.oraclecloud.com/fndAppCoreServices/ServiceCatalogService?wsdl,https://ekaa-test.fa.us6.oraclecloud.com/fndAppCoreServices/ServiceCatalogService?wsdl,https://ekaa.fa.us6.oraclecloud.com/fndAppCoreServices/ServiceCatalogService?wsdl
FD_OIC_ORA_ERP_URL,,String,No,Yes,Target,FD_OIC_ORA_ERP_URL,https://ekaa-dev1.fa.us6.oraclecloud.com,https://ekaa-test.fa.us6.oraclecloud.com,https://ekaa.fa.us6.oraclecloud.com
FD_OIC_ORA_LKUP_URL,,String,No,Yes,Target,FD_OIC_ORA_LKUP_URL,https://ekaa-dev1.fa.us6.oraclecloud.com:443/fscmService/FndManageImportExportFilesService?WSDL,https://ekaa-test.fa.us6.oraclecloud.com:443/fscmService/FndManageImportExportFilesService?WSDL,https://ekaa.fa.us6.oraclecloud.com:443/fscmService/FndManageImportExportFilesService?WSDL
FD_OIC_ORA_RCVORD_URL,,String,No,Yes,Target,FD_OIC_ORA_RCVORD_URL,https://ekaa-dev1.fa.us6.oraclecloud.com:443/soa-infra/services/default/DooDecompReceiveOrderExternalComposite/ReceiveOrderRequestService?WSDL,https://ekaa-test.fa.us6.oraclecloud.com:443/soa-infra/services/default/DooDecompReceiveOrderExternalComposite/ReceiveOrderRequestService?WSDL,https://ekaa.fa.us6.oraclecloud.com:443/soa-infra/services/default/DooDecompReceiveOrderExternalComposite/ReceiveOrderRequestService?WSDL
FD_OIC_ORA_REST_URL,,String,No,Yes,Target,FD_OIC_ORA_REST_URL,https://ekaa-dev1.fa.us6.oraclecloud.com/fscmRestApi/resources/11.13.18.05,https://ekaa-test.fa.us6.oraclecloud.com/fscmRestApi/resources/11.13.18.05,https://ekaa.fa.us6.oraclecloud.com/fscmRestApi/resources/11.13.18.05
FD_OIC_ORA_SHP_URL,,String,No,Yes,Target,FD_OIC_ORA_SHP_URL,https://ekaa-dev1.fa.us6.oraclecloud.com:443/wshDeliveriesService/ShipmentService?WSDL,https://ekaa-test.fa.us6.oraclecloud.com:443/wshDeliveriesService/ShipmentService?WSDL,https://ekaa.fa.us6.oraclecloud.com:443/wshDeliveriesService/ShipmentService?WSDL
FD_OIC_PIV_EGY_JDBC_DB,,String,No,Yes,Target,FD_OIC_PIV_EGY_JDBC_DB,PimlWindows,PimlWindows,PimlWindows
FD_OIC_PIV_EGY_JDBC_URL,,String,No,Yes,Target,FD_OIC_PIV_EGY_JDBC_URL,egdam-sqldb01.methanex.com,egdam-sqldb01.methanex.com,egdam-sqldb01.methanex.com
FD_OIC_PIV_EGY_JDBC_USER,,String,No,Yes,Target,FD_OIC_PIV_EGY_JDBC_USER,svc_integ_prd,svc_integ_prd,svc_integ_prd
FD_OIC_PIV_NZL_JDBC_DB,,String,No,Yes,Target,FD_OIC_PIV_NZL_JDBC_DB,mxtools_tst,mxtools_tst,mxtools
FD_OIC_PIV_NZL_JDBC_URL,,String,No,Yes,Target,FD_OIC_PIV_NZL_JDBC_URL,mxnzmotsv039,mxnzmotsv039,mxnzmotsv040
FD_OIC_PIV_NZL_JDBC_USER,,String,No,Yes,Target,FD_OIC_PIV_NZL_JDBC_USER,svc_integ_tst,svc_integ_tst,svc_integ_prd
FD_OIC_QTS_SFTP_URL,,String,No,Yes,Target,FD_OIC_QTS_SFTP_URL,ftp.qts.com,ftp.qts.com,ftp.qts.com
FD_OIC_QTS_SFTP_USER,,String,No,Yes,Target,FD_OIC_QTS_SFTP_USER,methanex,methanex,methanex
FD_OIC_SCOTIA_SFTP_URL,,String,No,Yes,Target,FD_OIC_SCOTIA_SFTP_URL,199.166.10.143,199.166.10.143,199.166.10.143
FD_OIC_SCOTIA_SFTP_USER,,String,No,Yes,Target,FD_OIC_SCOTIA_SFTP_USER,PHMETHANEX,PHMETHANEX,PHMETHANEX
FD_OIC_SDPLUS_ACCESS_TOKEN_RQ,,String,No,Yes,Target,FD_OIC_SDPLUS_ACCESS_TOKEN_RQ,"-X POST -H ""Content-Type: application/x-www-form-urlencoded"" -d 'client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&client_secret=46152c79e6f4e68ebc7d20c130218501ad5d67b67b&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL' 'https://accounts.zoho.com/oauth/v2/token?code=${auth_code}&grant_type=authorization_code'","-X POST -H ""Content-Type: application/x-www-form-urlencoded"" -d 'client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&client_secret=46152c79e6f4e68ebc7d20c130218501ad5d67b67b&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL' 'https://accounts.zoho.com/oauth/v2/token?code=${auth_code}&grant_type=authorization_code'","-X POST -H ""Content-Type: application/x-www-form-urlencoded"" -d 'client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&client_secret=46152c79e6f4e68ebc7d20c130218501ad5d67b67b&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL' 'https://accounts.zoho.com/oauth/v2/token?code=${auth_code}&grant_type=authorization_code'"
FD_OIC_SDPLUS_AUTH_RQ,,String,No,Yes,Target,FD_OIC_SDPLUS_AUTH_RQ,"https://accounts.zoho.com/oauth/v2/auth?response_type=code&client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&access_type=offline&prompt=consent","https://accounts.zoho.com/oauth/v2/auth?response_type=code&client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&access_type=offline&prompt=consent","https://accounts.zoho.com/oauth/v2/auth?response_type=code&client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&access_type=offline&prompt=consent"
FD_OIC_SDPLUS_REFRESH_TOKEN_RQ,,String,No,Yes,Target,FD_OIC_SDPLUS_REFRESH_TOKEN_RQ,"-X POST -H ""Content-Type: application/x-www-form-urlencoded"" -d 'client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&client_secret=46152c79e6f4e68ebc7d20c130218501ad5d67b67b&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL' 'https://accounts.zoho.com/oauth/v2/token?refresh_token=${refresh_token}&grant_type=refresh_token'","-X POST -H ""Content-Type: application/x-www-form-urlencoded"" -d 'client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&client_secret=46152c79e6f4e68ebc7d20c130218501ad5d67b67b&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL' 'https://accounts.zoho.com/oauth/v2/token?refresh_token=${refresh_token}&grant_type=refresh_token'","-X POST -H ""Content-Type: application/x-www-form-urlencoded"" -d 'client_id=1000.H6UYZIQNRLQR50CLMJT3XGEO0OY4NU&client_secret=46152c79e6f4e68ebc7d20c130218501ad5d67b67b&redirect_uri=https://prod-methanex.integration.ocp.oraclecloud.com:443/icsapis/agent/oauth/callback&scope=SDPOnDemand.problems.ALL,SDPOnDemand.requests.ALL' 'https://accounts.zoho.com/oauth/v2/token?refresh_token=${refresh_token}&grant_type=refresh_token'"
FD_OIC_SDPLUS_TOKEN_USAGE,,String,No,Yes,Target,FD_OIC_SDPLUS_TOKEN_USAGE,-H Authorization: Zoho-oauthtoken ${access_token},-H Authorization: Zoho-oauthtoken ${access_token},-H Authorization: Zoho-oauthtoken ${access_token}
FD_OIC_SDPLUS_URL,,String,No,Yes,Target,FD_OIC_SDPLUS_URL,https://sdpondemand.manageengine.com,https://sdpondemand.manageengine.com,https://sdpondemand.manageengine.com
FD_OIC_SFTP_URL,,String,No,Yes,Target,FD_OIC_SFTP_URL,129.213.183.124,129.213.183.124,129.213.183.124
FD_OIC_SFTP_USER,,String,No,Yes,Target,FD_OIC_SFTP_USER,oicdev,oictst,oicprd
FD_OIC_SOAP_URL,,String,No,Yes,Target,FD_OIC_SOAP_URL,OICUS_SOAP.wsdl,OICUS_SOAP.wsdl,OICUS_SOAP.wsdl
FD_OIC_STGDB_URL,,String,No,Yes,Target,FD_OIC_STGDB_URL,https://qqeynxpr483n7vb-mxocishdprd.adb.us-ashburn-1.oraclecloudapps.com/ords/scm_dev/,https://qqeynxpr483n7vb-mxocishdprd.adb.us-ashburn-1.oraclecloudapps.com/ords/scm_tst/,https://qqeynxpr483n7vb-mxocishdprd.adb.us-ashburn-1.oraclecloudapps.com/ords/scm_prd/
FD_OIC_STGDB_USER,,String,No,Yes,Target,FD_OIC_STGDB_USER,SCM_DEV,SCM_TST,SCM_PRD
FD_OIC_TTBANK_URL,,String,No,Yes,Target,FD_OIC_TTBANK_URL,https://www.central-bank.org.tt,https://www.central-bank.org.tt,https://www.central-bank.org.tt
FD_OIC_WORKDAY_URL,,String,No,Yes,Target,FD_OIC_WORKDAY_URL,https://wd3-impl-services1.workday.com/ccx/service/customreport2/methanex1/,https://wd3-impl-services1.workday.com/ccx/service/customreport2/methanex1/,https://wd3-services1.myworkday.com/ccx/service/customreport2/methanex/
FD_OIC_WORKDAY_USER,,String,No,Yes,Target,FD_OIC_WORKDAY_USER,MXWebmethods,MXWebmethods,MXWebmethods
FD_OIC_XE_URL,,String,No,Yes,Target,FD_OIC_XE_URL,https://xecdapi.xe.com/v1/convert_from.json,https://xecdapi.xe.com/v1/convert_from.json,https://xecdapi.xe.com/v1/convert_from.json
FD_OIC_XE_USER,,String,No,Yes,Target,FD_OIC_XE_USER,methanexcorporation654917155,methanexcorporation654917155,methanexcorporation654917155
FD_OIC_CMN_ATP_DB_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_ATP_DB_PASS,OIC_DEV_ATP_DB_PASS,OIC_TEST_ATP_DB_PASS,OIC_PROD_ATP_DB_PASS
FD_OIC_CMN_ATP_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_ATP_PASS,,,
FD_OIC_CMN_ATP_WALLET_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_ATP_WALLET_PASS,OIC_NONPRD_ATP_WALLET_PASS,OIC_NONPRD_ATP_WALLET_PASS,OIC_PROD_ATP_WALLET_PASS
FD_OIC_CMN_CPQ_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_CPQ_PASS,OIC_NONPROD_CPQ_PASS,OIC_NONPROD_CPQ_PASS,OIC_PROD_CPQ_PASS
FD_OIC_CMN_EKAA_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_EKAA_PASS,OIC_DEV_EKAA_PASS,OIC_TEST_EKAA_PASS,OIC_PROD_EKAA_PASS
FD_OIC_CMN_MAX_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_MAX_PASS,OIC_NONPROD_MAX_PASS,OIC_NONPROD_MAX_PASS,OIC_PROD_MAX_PASS
FD_OIC_CMN_MX_PGP_PRI_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_MX_PGP_PRI_PASS,,,OIC_PROD_MX_PGP_PRI_PASS
FD_OIC_CMN_MX_SSH_PRI_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_MX_SSH_PRI_PASS,,,OIC_PROD_MX_SSH_PRI_PASS
FD_OIC_CMN_OIC_BUILD_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_OIC_BUILD_PASS,OIC DEV Password,OIC TEST Password,OIC PROD Password
FD_OIC_CMN_OIC_PASS,,String,Yes,Yes,Target,FD_OIC_CMN_OIC_PASS,OIC_DEV_OIC_PASS,OIC_TEST_OIC_PASS,OIC_PROD_OIC_PASS
FD_OIC_DBNET_PASS,,String,Yes,Yes,Target,FD_OIC_DBNET_PASS,OIC_NONPROD_DBNET_PASS,OIC_NONPROD_DBNET_PASS,OIC_PROD_DBNET_PASS
FD_OIC_IMOS_API,,String,Yes,Yes,Target,FD_OIC_IMOS_API,,,OIC_PROD_IMOS_API
FD_OIC_ITC_SFTP_PASS,,String,Yes,Yes,Target,FD_OIC_ITC_SFTP_PASS,OIC_PROD_ITC_SFTP_PASS,OIC_PROD_ITC_SFTP_PASS,OIC_PROD_ITC_SFTP_PASS
FD_OIC_KLS_SFTP_PASS,,String,Yes,Yes,Target,FD_OIC_KLS_SFTP_PASS,OIC_NONPROD_KLS_SFTP_PASS,OIC_NONPROD_KLS_SFTP_PASS,OIC_PROD_KLS_SFTP_PASS
FD_OIC_KM_API_PASS,,String,Yes,Yes,Target,FD_OIC_KM_API_PASS,OIC_DEV_KM_API_PASS,OIC_TEST_KM_API_PASS,OIC_PROD_KM_API_PASS
FD_OIC_MAX_PROD_PASS,,String,Yes,Yes,Target,FD_OIC_MAX_PROD_PASS,,,OIC_PROD_MAX_PASS
FD_OIC_MICROSOFT_ADP_SECRET,,String,Yes,Yes,Target,FD_OIC_MICROSOFT_ADP_SECRET,OIC_DEV_MICROSOFT_ADP_SECRET,OIC_TEST_MICROSOFT_ADP_SECRET,OIC_PROD_MICROSOFT_ADP_SECRET
FD_OIC_OKTA_API,,String,Yes,Yes,Target,FD_OIC_OKTA_API,,,OIC_PROD_OKTA_API
FD_OIC_PIV_EGY_JDBC_PASS,,String,Yes,Yes,Target,FD_OIC_PIV_EGY_JDBC_PASS,,,OIC_PROD_PIV_EGY_JDBC_PASS
FD_OIC_PIV_NZL_JDBC_PASS,,String,Yes,Yes,Target,FD_OIC_PIV_NZL_JDBC_PASS,,,OIC_PROD_PIV_NZL_JDBC_PASS
FD_OIC_SFTP_PASS,,String,Yes,Yes,Target,FD_OIC_SFTP_PASS,OIC_DEV_SFTP_PASS,OIC_TEST_SFTP_PASS,OIC_PROD_SFTP_PASS
FD_OIC_STGDB_PASS,,String,Yes,Yes,Target,FD_OIC_STGDB_PASS,OIC_DEV_STGDB_PASS,OIC_TEST_STGDB_PASS,OIC_PROD_STGDB_PASS
FD_OIC_WORKDAY_PASS,,String,Yes,Yes,Target,FD_OIC_WORKDAY_PASS,,,OIC_PROD_WORKDAY_PASS
FD_OIC_XE_PASS,,String,Yes,Yes,Target,FD_OIC_XE_PASS,,,OIC_PROD_XE_PASS
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
